,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Boiler Section,Type,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Feature 15,Finish
10,P597821,Center Heating 12 Litre Expansion Vessel,Center,29.29,A 12L Center heating expansion vessel.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Heating 12 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/23/597819_23_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597821_Center_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597821_Center_Technical.pdf,,,,,,,,,,,,,,,,,
11,PS04901,JET Range JHEV 80 Litre Expansion Vessel 6bar,JET Range,130.27,"Designed for sealed heating and chilled systems, this 80L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range JHEV 80 Litre Expansion Vessel 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,
12,P597823,Center Heating 25 Litre Expansion Vessel,Center,38.97,A 25L Center heating expansion vessel.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Heating 25 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/23/597819_23_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597823_Center_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597823_Center_Instructions.pdf,,,,,,,,,,,,,,,,,
13,P597805,Center Potable 12 Litre Expansion Vessel,Center,46.16,"This 12L capacity Center CB Potable Expansion Vessel is built especially for use in domestic hot and cold water sanitary sealed systems or heating and refrigeration circuits. Compliant with all relevant directives and constructed of long lasting aluminium with a robust epoxy finish, the non-flow-through expansion vessel safely accommodates volume increases caused by temperature fluctuations.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Potable 12 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/07/597804_597807_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/CenterCB_NitrogenCBHeatPotExpVessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597802-597808_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/CenterCB_ExpVessels_TransportInfo.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597802-597808_Technical.pdf,,,,,,,,,,,,,,,
14,P597808,Center CB Potable 24946 potable expansion vessel 35 Litre,Center CB,131.34,"This 35L capacity Center CB Potable Expansion Vessel is built especially for use in domestic hot and cold water sanitary sealed systems or heating and refrigeration circuits. Compliant with all relevant directives and constructed of long lasting aluminium with a robust epoxy finish, the non-flow-through expansion vessel safely accommodates volume increases caused by temperature fluctuations.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center CB Potable 24946 potable expansion vessel 35 Litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/08/597808_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/CenterCB_NitrogenCBHeatPotExpVessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597802-597808_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/CenterCB_ExpVessels_TransportInfo.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597802-597808_Technical.pdf,,,,,,,,,,,,,,,
15,P537281,"Zilmet Inox Pro 11B portable arrester 0.16ltr 1/2"" Dull Stainless Steel",Zilmet,23.17,"The hardwearing 0.16L capacity Zilmet Inox Pro potable vessel is made from 316 grade of stainless steel for added strength and durability. Inox pro designed to be used as a shock arrester to reduce noisy and damaging water hammer caused by the sudden shut-off of an outlet. Sited as close to the source of water hammer as possible, a shock arrester causes the vessel’s diaphragm to flex in response to this momentum change and prevent the audible impact against the terminal fittings.","Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Zilmet Inox Pro 11B portable arrester 0.16ltr 1/2"" Dull Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/81/537281_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zilmet_Brochure.pdf,,,,,,,,,,,,,,,,,,
16,P597803,Center Potable 5 Litre Domestic Expansion Vessel,Center,37.37,"This 5L capacity Center CB Potable Expansion Vessel is built especially for use in domestic hot and cold water sanitary sealed systems or heating and refrigeration circuits. Compliant with all relevant directives and constructed of long lasting aluminium with a robust epoxy finish, the non-flow-through expansion vessel safely accommodates volume increases caused by temperature fluctuations.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Potable 5 Litre Domestic Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/03/597802_597803_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/CenterCB_NitrogenCBHeatPotExpVessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597802-597808_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/CenterCB_ExpVessels_TransportInfo.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597802-597808_Technical.pdf,,,,,,,,,,,,,,,
17,PS04905,JET Range JHEV JET Range 300 heating expansion vessel 300ltr 6bar,JET Range,527.16,"Designed for sealed heating and chilled systems, this 300L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range JHEV JET Range 300 heating expansion vessel 300ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/30/0l/Jet_Expansion V_300L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,
18,P468828,Advanced Water Aquasystem XVES050061 potable expansion vessel 24ltr,Advanced Water,107.57,"Fitted with a 3/4"" MBSP connection, this 24L capacity RWC potable water expansion vessel tank has a white epoxy-coated steel container, a replaceable EPDM membrane and a bolted stainless steel flange. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Advanced Water Aquasystem XVES050061 potable expansion vessel 24ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/29/468827_468829_wm.jpg,MBSP,-10 to 99,1 year,N,WRAS,10,Steel,3 - 10,99,520-147-0247,N,Potable Water and Heating,,Expansion vessel with fixed membrane for domestic hot water systems,,,,,,,,,,,,,,,Aquasystem,Expansion Vessel,Expansion Vessel,,,,,,,,,,,,
19,PS04915,JET Range Potable S04915 – 100L expansion vessel 100ltr 10bar,JET Range,155.91,This 100L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range Potable S04915 – 100L expansion vessel 100ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,
20,PS04904,JET Range JHEV JET Range 200 heating expansion vessel 200ltr 6bar,JET Range,388.07,"Designed for sealed heating and chilled systems, this 200L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range JHEV JET Range 200 heating expansion vessel 200ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/0l/Jet_Expansion V_200L.pdf,,,,,,,,,,,,,,,,
21,PS04914,JET Range Potable S04914 – 80L expansion vessel 80ltr 10bar,JET Range,143.22,This 80L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range Potable S04914 – 80L expansion vessel 80ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,
22,P892439,Flamco Flexcon Premium 16935 expansion vessel 80ltr 6 bar,Flamco,398.97,"The 80L Flamco Flexcon Premium combines sustainability and performance, providing improved environmental performance and a longer service life. Designed for use in sealed systems, the Flexcon Premium has a unique plastic membrane and tough outer shell for reduced maintenance costs and less wastage of energy and raw materials.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Flamco Flexcon Premium 16935 expansion vessel 80ltr 6 bar,,Expansion vessel;Feet;Mounting kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/39/892437_892439_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Flexcon_Vessel-80L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flexcon_Premium_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexcon_Expansion-V_Install.pdf,,,,,,,,,,,,,,,
23,PS04902,JET Range JHEV 100 Litre Expansion Vessel 6bar,JET Range,233.9,"Designed for sealed heating and chilled systems, this 100L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range JHEV 100 Litre Expansion Vessel 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/10/0l/Jet_Expansion V_100L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,
24,P597804,Center Potable 8 Litre Domestic Expansion Vessel,Center,41.83,"This 8L capacity Center CB Potable Expansion Vessel is built especially for use in domestic hot and cold water sanitary sealed systems or heating and refrigeration circuits. Compliant with all relevant directives and constructed of long lasting aluminium with a robust epoxy finish, the non-flow-through expansion vessel safely accommodates volume increases caused by temperature fluctuations.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Potable 8 Litre Domestic Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/07/597804_597807_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/CenterCB_NitrogenCBHeatPotExpVessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597802-597808_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/CenterCB_ExpVessels_TransportInfo.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597802-597808_Technical.pdf,,,,,,,,,,,,,,,
25,PS04913,JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,JET Range,116.91,This 60L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,
26,P537340,Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 24ltr (1),Zilmet,103.17,"Suitable for irrigation pump, centrifugal pump or booster set applications, the Zilmet Ultra-Pro 24L 22M wall-mounted potable water vessel has a wide range of features chosen for practicality, reliability and safety. Among these is a replaceable food grade membrane and a robust galvanised stainless steel connection flange, ensuring the vessel's suitability for any system. With a smaller overall footprint at equal water yield compared to similar vessels, the energy saving Ultra-Pro offers a high real tank volume and is fitted with a fixed membrane incapable of bending or rubbing, guaranteeing its long lifespan while reducing the need for ongoing maintenance.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 24ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/40/537340_wm.jpg,Compression,70,5 Years,N,WRAS,10,Mild Steel,8,99° C,11000024J1,N,Potable,24 l,Made in Italy,With direct compression connection,With welded bracket for secure installation,Removeable membrane,Factory tested and certified according to EU directive 97/23/EC,WRAS approved,5 year warranty,,,,,,,,,,,,White,1,,,,,,,,,,
27,P597824,Center Heating 35 Litre Expansion Vessel,Center,50.18,A 35L Center heating expansion vessel.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Center Heating 35 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/597824_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597824_Center_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597824_Center_Technical.pdf,,,,,,,,,,,,,,,,,
28,P891021,Flamco Airfix P Airfix P 2 - 300 potable vessel 18ltr,Flamco,61.04,"Suitable for domestic and commercial sealed hot and chilled water systems, the 18L capacity Flamco Airfix P Potable water expansion vessel includes a nitrogen gas filling for improved pre-charge retention and a replaceable, contoured bladder.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Flamco Airfix P Airfix P 2 - 300 potable vessel 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/21/891017_891021_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-18L_Tech.pdf,,,,,,,,,,,,,,,
29,PS04916,JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,JET Range,260.49,This 150L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,
30,P893004,Altecnic HV-C Heating HV25C expansion vessel 25ltr,Altecnic,119.94,"Part of a range built to meet the requirements of most heating and cooling systems, the 24L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic HV-C Heating HV25C expansion vessel 25ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/893001_893004_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,
