,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Fuel Type,Range,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Depth (mm),Attachment 3,Feature 4,Part Gas Council number,Boiler Section,Pack Quantity,Weight,Attachment 4
0,P797355,Andrews heat exchanger,Andrews,2287.51,"This Andrews brand heat exchanger is designed for use in CWH and LCWH appliances. The heat exchanger transfers heat from a boiler's burner to water. A primary heat exchanger is found in all boilers, using heat from a burner to raise the temperature of the water in the system while a secondary heat exchanger is present only in combis and allows the heat to be transferred between closed systems.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews heat exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/55/NW-797355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
1,P797367,Andrews controller,Andrews,825.88,"This Andrews control panel is suitable for use on a range of Andrews CWH and LCWH units. The boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/67/NW-797367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
2,P798796,Andrews hot surface igniter,Andrews,185.31,"A genuine Andrews spare, this hot surface igniter is designed for use in the brand's CWH and LCWH units. The most commonly used electronic ignition system, a hot surface ignitor works by heating up when electricity passes through it. Ordinarily made of silicon nitride and silicon carbide ceramic, the igniter’s heat ignites the gas on the opening of the gas valve.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews hot surface igniter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/96/NW-798796_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
3,P797365,Andrews fan,Andrews,381.79,"A genuine Andrews part, this fan is suitable for CWH and LCWH range boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/65/NW-797365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
4,P706549,Andrews complete primary pump,Andrews,243.91,"This Andrews complete primary pump is a genuine brand spare for CWH and LCWH models. The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews complete primary pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/49/NW-706549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
5,P797366,Andrews gas valve,Andrews,330.67,"This Andrews gas valve for natural gas is suitable for the brand's CWH and LCWH appliances. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/66/NW-797366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Maxxflo_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,
6,P797354,Andrews ionisation rod,Andrews,147.31,This Andrews ionisation rod is suitable for use in the brand's CWH and LCWH appliances.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews ionisation rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/54/NW-797354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
7,P706538,Andrews master board enable,Andrews,816.28,"This Andrews master PCB is compatible with CWH and LCWH appliances. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews master board enable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/38/NW-706538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
8,P797144,Andrews spark ignition control,Andrews,391.36,"This Andrews spark ignition control is suitable for installation in RFF190 B or RFF280 B boilers. A spark generator and spark electrode are part of a boiler's pilot assembly, used when generating a spark to ignite the pilot burner. This assembly is operated by an electronic control, usually via the user control panel but sometimes, particularly with older boilers, the pilot must be ignited manually.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews spark ignition control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/44/NW-797144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_RFF_190-280_Installation.pdf,,,,,,,,,,,,,,,,,,,
9,P761165,Andrews pump,Andrews,500.0,"This Andrews replacement pump is a genuine part for the brand's CWH and LCWH units. The pump moves heated water around a boiler, via the heat exchangers and into the radiators or hot taps. The pump is normally located before the diverter valve in a combi to allow circulation through a heating and hot water system.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/65/NW-761165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
10,P706544,Andrews hot surface ignitor,Andrews,115.82,"An Andrews hot surface igniter for ECOflo EC380/1900, LEC180/1900 and LEC230/700. The most commonly used electronic ignition system, a hot surface ignitor works by heating up when electricity passes through it. Ordinarily made of silicon nitride and silicon carbide ceramic, the igniter’s heat ignites the gas on the opening of the gas valve",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews hot surface ignitor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/44/NW-706544_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
11,P706023,Andrews control thermostat,Andrews,605.21,"An Andrews control thermostat for Andrews 54/440, 62/341, 65/173, 81/264, L54/399, L62/309, L65/169, L81/251 and 54/418. The thermostat allows the user to change or set the temperature of a boiler. As well as wired thermostats, Wi-Fi enabled and wireless versions can also be used with selected boilers.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews control thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/NW-706023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
12,PD70591,Heatrae Sadia Streamline pack r pillar tap,Heatrae Sadia,304.2,"A compact, low profile Heatrae Sadia Streamline pillar tap.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia Streamline pack r pillar tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/91/D70591_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,
13,P706138,Andrews 343-881-400 multifunction gas valve 343-881-400,Andrews,630.86,"This Andrews gas valve for natural gas is suitable for Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews 343-881-400 multifunction gas valve 343-881-400,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/38/NW-706138_wm.jpg,,,Natural Gas,Spares,N,"62/341,81/264,54/440,54/418,65/173,32/143,33/136",C511AWH,Gas Valve,N,Replacement gas valve,Multifunctional operation,For use with Andrews water heaters,,,,,,,,
14,P112164,"Hyco speedflow expansion 2 litre vessel, check valve and pressure reducing valve",Hyco,90.77,"Suitable for use in the Speedflow range of water heaters, this Hyco Speedflow 2L expansion vessel is supplied with a check valve and pressure reducing valve for reliable safety.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Hyco speedflow expansion 2 litre vessel, check valve and pressure reducing valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/33/596333_wm.jpg,,,,,N,,SF4,Unvented Accessory Kit,N,Expansion vessel set at 3.5 bar,One-way check valve and PRV set at 3 bar,,135,,,,,,,
15,PD70587,Heatrae Sadia Streamline pack k monoblock mixer tap,Heatrae Sadia,151.21,"An attractively designed, contemporary Heatrae Sadia Streamline monobloc compact, low profile mixer tap for undersink water heaters.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia Streamline pack k monoblock mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/87/D70587_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_VentedTaps_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,
16,P138851,Andrews unvented system kit,Andrews,564.0,An Andrews brand unvented system kit for a wide range of ECOflo and CLASSICflo models.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews unvented system kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/51/138851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Andrews_CLASSICflo_ECOflo_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,
17,P797528,Andrews sensor,Andrews,64.55,"A genuine Andrews sensor for use in CWH and LCWH appliances. The thermistor decreases circuit resistance in line with temperature increases. A boiler's printed control board (PCB) sends a current to the thermistor, deciding whether a decrease or increase in heat is required by reading the relative resistance.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/28/NW-797528_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
18,P138142,Andrews FASTflo PLUS 100/150 syphon kit comes with condensate trap,Andrews,172.0,This Andrews FASTflo PLUS 100/150 siphon kit with condensate trap is suitable for use with a range of units.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews FASTflo PLUS 100/150 syphon kit comes with condensate trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/42/138142_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,
19,PU56670,Lincat FilterFlow filter cartridge (for FX series automatic water boilers),Lincat,67.57,This Lincat FilterFlow FC04 filter cartridge is a replacement part for combined water boiler and chillers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Lincat FilterFlow filter cartridge (for FX series automatic water boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/70/U56670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lincat_FilterflowEB3FXHC_Technical.pdf,,,,,,,,,,,,,,,,,,,
20,PD69050,Zip Hydroboil AQ1 pressure and temperature relief valve,Zip,144.29,This Zip pressure and temperature relief valve for provides additional safety in unvented water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil AQ1 pressure and temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/50/D69050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
21,PD69051,Zip Hydroboil AQ2 expansion vessel and check valve,Zip,127.5,A Zip expansion vessel and check valve for use with unvented water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil AQ2 expansion vessel and check valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/D69051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
22,P138130,Andrews Potterton 80/125 87degree flue elbow,Andrews,66.0,A Baxi Potterton 87° elbow with flue clamp.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 80/125 87degree flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/30/138130_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,,,,,,,,,,,,,,,,,,
23,PD69055,"Zip Hydroboil FL064 inline filter 6""",Zip,88.71,"A Zip in-line filter designed to combat taste, odour and scale in a range of water heaters.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil FL064 inline filter 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/55/NW_D69055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
24,P412288,Andrews spark electrode,Andrews,85.15,An Andrews replacement spark electrode for ECOflo boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews spark electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/88/NW-412288_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
25,P470154,"Zip Hydroboil, Econoboil SP90501 handle assembly",Zip,60.4,This Zip handle assembly is a tap top assembly designed for water heaters in the Hydroboil and Econoboilranges.,"Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil, Econoboil SP90501 handle assembly",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/54/NW-470154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Zip_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
26,P421901,Andrews gasket burner mounting,Andrews,43.68,"An Andrews gasket burner mounting for a range of appliances, including those in the ECOflo range. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews gasket burner mounting,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/01/NW-421901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
27,P706062,Andrews C507 pilot assembly comes with electrode,Andrews,122.0,"This Andrews C507 pilot assembly is suitable for Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 boilers. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews C507 pilot assembly comes with electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/62/NW-706062_wm.jpg,,,Natural Gas,Spares,N,"62/341,81/264,54/440,54/418,65/173,32/143,33/136",C507AWH,Pilot Assembly,N,Replacement pilot assembly,Supplied with electrode,"Includes thermocouple, injector and pilot bracket",,,"Suitable for use in Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 water heaters",,,,,
28,P470158,Zip Hydroboil SP90502 tap assembly,Zip,129.93,This Zip tap assembly is compatible with Hydroboil water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil SP90502 tap assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/58/NW_470158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Zip_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
29,P797124,Andrews C509 thermopile,Andrews,125.2,"This Andrews C509 thermopile is suitable for Andrews 32/143, 54/440, 62/341, 65/173, 81/264, L32/143, L54/399, L62/309, L65/169, L81/251, 54/418 and 33/136 boilers. Made of two metals, each producing a slight electrical charge when heated on one side, the thermocouple is involved in the opening and closing of the boiler's gas valve.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews C509 thermopile,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/24/NW-797124_wm.jpg,,,Natural Gas,Spares,N,33/136,C509AWH,Thermopile,N,Replacement thermopile only,For use with Andrews water heaters,,,,,H56562,,,,
30,PU56671,Lincat FilterFlow descaler powder (for FX series automatic water boilers),Lincat,22.2,Lincat FilterFlow DP10 descaler powder is suitable for use in FX series automatic water boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Lincat FilterFlow descaler powder (for FX series automatic water boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/71/U56671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Lincat_IS590_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lincat_FilterflowEB3FXHC_Technical.pdf,,,,,,,,,,,,,,,,,,
