,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,P668000,Big Foot Fix-It fix it foot 1000mm,Big Foot,98.46,"The Big Foot Fix-It 250mm foot and high block is a simple, durable solution for supporting ancillaries such as ducts, pipes, cable trays and most mini split condensing units. Extra clearance can be created using a High Bloc, which simply fits underneath, increasing clearance height by an additional 120mm.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot Fix-It fix it foot 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/00/NW-668000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Fix_It_Foot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
1,P667948,Big Foot Fix-It foot plus channel 600mm,Big Foot,32.37,"The Big Foot Fix-It 250mm foot and high block is a simple, durable solution for supporting ancillaries such as ducts, pipes, cable trays and most mini split condensing units. Extra clearance can be created using a High Bloc, which simply fits underneath, increasing clearance height by an additional 120mm.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot Fix-It foot plus channel 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/48/NW-667946_667948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Fix_It_Foot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
2,P667946,Big Foot Fix-It foot plus channel 250mm,Big Foot,19.21,"The Big Foot Fix-It 250mm foot and high block is a simple, durable solution for supporting ancillaries such as ducts, pipes, cable trays and most mini split condensing units. Extra clearance can be created using a High Bloc, which simply fits underneath, increasing clearance height by an additional 120mm.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot Fix-It foot plus channel 250mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/48/NW-667946_667948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Fix_It_Foot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
3,P667947,Big Foot Fix-It foot plus channel 400mm,Big Foot,25.68,"The Big Foot Fix-It 250mm foot and high block is a simple, durable solution for supporting ancillaries such as ducts, pipes, cable trays and most mini split condensing units. Extra clearance can be created using a High Bloc, which simply fits underneath, increasing clearance height by an additional 120mm.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot Fix-It foot plus channel 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/48/NW-667946_667948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Fix_It_Foot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
4,P667987,Pump House Flexi condensing unit mounting block 1000mm,Pump House,13.59,"The lightweight Pump House Flexi 100 x 1000 x 100mm mounting block is made of 100% rust-free, UV-stabilised reinforced PVC. Suitable for mounting air conditioning units and domestic air source heat pumps, the block reduces vibration. This part is supplied with fixings for hassle-free installation.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Pump House Flexi condensing unit mounting block 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/87/NW-667986_667987_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pump_House_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_Flexi_Mounting_Block_Tech.pdf,
5,P668037,Big Foot mini split fix it kit 600mm,Big Foot,107.96,"A simple solution for reducing structure-borne noise, this Big Foot damping base set has a 40 x 20mm recessed aluminium rail for easy assembly.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot mini split fix it kit 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/37/NW-668037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Fix_It_Foot_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
6,P667882,Big Foot H frame support set 330mm,Big Foot,89.31,"This Big Foot 330 x 330m H-Frame Set creates an on-site fabricated strut based frame for supporting ancillaries such as ducts, pipes and cable trays. The H-frame is able to accommodate industry standard 41 x 41, 40 x 38 or 41 x 21 strut channels and the boxed kit includes a pair of feet with strut insert, angled brackets, fixing bolts and channel nuts to mechanically fix to the strut. Strut is not included.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot H frame support set 330mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/82/NW-667882_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_305_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf
7,P667986,Pump House Flexi 450mm condensing unit mounting block,Pump House,6.4,"The lightweight Pump House Flexi 100 x 450 x 100mm mounting block is made of 100% rust-free, UV-stabilised reinforced PVC. Suitable for mounting air conditioning units and domestic air source heat pumps, the block reduces vibration. This part is supplied with fixings for hassle-free installation.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Pump House Flexi 450mm condensing unit mounting block,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/87/NW-667986_667987_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pump_House_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_Flexi_Mounting_Block_Tech.pdf,
8,P667860,Big Foot support set 450mm,Big Foot,344.1,"This Big Foot 450 x 450mm H-Frame Set creates an on-site fabricated strut based frame for supporting ancillaries such as ducts, pipes and cable trays. The H-frame is able to accommodate industry standard 41 x 41, 40 x 38 or 41 x 21 strut channels and the boxed kit includes a pair of feet with strut insert, angled brackets, fixing bolts and channel nuts to mechanically fix to the strut. Strut is not included.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot support set 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/60/NW-667860_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_305_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf
9,P667012,Big Foot multi frame base 1000x1200mm,Big Foot,873.35,"The Big Foot multi-frame allows extension from any side using the extension kit, providing the flexibility to create a frame configuration to suit even the most awkward installation requirements. This lightweight frame is suitable for a wide range of units and offers easy assembly with moveable drop-on cross bars. It has been developed to resist tipping and sliding in winds up to 100mph.",Air Conditioning/Air Conditioning Installation/Roof Support Systems/Roof Support Systems.csv -> Big Foot multi frame base 1000x1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/12/NW-667012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Multi_Frame_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,
