,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,PK11328,JET Range 9510 DZR double regulating valve 32mm,JET Range,188.27,"The JET Range 9510 double regulating valve with 32mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-K11325_K11330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
1,PK11329,JET Range 9510 DZR double regulating valve 40mm,JET Range,228.4,"The JET Range 9510 double regulating valve with 40mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-K11325_K11330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
2,PK72261,CP961 CXC FLOW REG BALL VALVE  6L     15,Cottam and Preedy,13.88,"This Cottam and Preedy CP961 Wondervalve 6L manual ball valve is made of DZR brass with nickel plating and includes 15mm compression connections. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> CP961 CXC FLOW REG BALL VALVE  6L     15",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/63/NW-K72261_K72263_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Cottam_Preedy_CP961CC_Technical.pdf,,
3,PK11330,JET Range 9510 DZR double regulating valve 50mm,JET Range,336.65,"The JET Range 9510 double regulating valve with 50mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-K11325_K11330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Jet_9510_DRV_Install.pdf
4,PK30469,Pegler Proflow cast iron double regulating valve PN16 65mm,Pegler,394.82,"The Pegler Proflow V952 double regulating valve provides isolation and regulation of sections of pipework and equipment in HVAC and general commercial applications. Featuring 65mm flanged connections, this valve has a non-rising stem and handwheel operation.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> Pegler Proflow cast iron double regulating valve PN16 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/69/NW-K30469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V952_V952V_DRV_Install.pdf,,
5,PK11326,JET Range 9510 DZR double regulating valve 20mm,JET Range,112.58,"The JET Range 9510 double regulating valve with 20mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-K11325_K11330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
6,PK11327,JET Range 9510 DZR double regulating valve 25mm,JET Range,133.36,"The JET Range 9510 double regulating valve with 25mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/27/NW-K11327_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
7,PK30471,Pegler Proflow cast iron double regulating valve PN16 100mm,Pegler,671.94,"The Pegler Proflow V952 double regulating valve provides isolation and regulation of sections of pipework and equipment in HVAC and general commercial applications. Featuring 100mm flanged connections, this valve has a non-rising stem and handwheel operation.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> Pegler Proflow cast iron double regulating valve PN16 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/71/NW-K30470_K30471_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V952_V952V_DRV_Install.pdf,,
8,PK11325,JET Range 9510 DZR double regulating valve 15mm,JET Range,110.2,"The JET Range 9510 double regulating valve with 15mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 DZR double regulating valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/30/NW-K11325_K11330_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
9,PK11347,JET Range 9510 double regulating valve (DZR/low flow) 15mm,JET Range,110.21,"The JET Range 9510 low flow double regulating valve with 15mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Regulating Valves/Regulating Valves.csv -> JET Range 9510 double regulating valve (DZR/low flow) 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/47/NW-K11347_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_9510_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf
