,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
0,P619144,Daikin Bluevolution FFA25A9 R32 Cassette 600 X 600Mm 2.5KW,Daikin,491.18,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin Bluevolution FFA25A9 R32 Cassette 600 X 600Mm 2.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf
1,P688202,Daikin FXZQ15A R410A Compression Cassette 1.5KW,Daikin,701.36,"With a completely flat design, the compact Daikin four-way indoor inverter cassette fits flush to a standard ceiling tile for a discreet, space-saving installation. Each flap of this climate control unit is individually controlled, ensuring heating and cooling airflow reaches each corner of the room with no need to move the unit from place-to-place.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin FXZQ15A R410A Compression Cassette 1.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/NW-688202_688207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FXZQ-A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXZQ_A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXZQ-A_4PEN341102-1G_Install.pdf,,,
2,P619145,Daikin Bluevolution FFA35A9 R32 Cassette 600 X 600Mm 3.5KW,Daikin,569.94,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin Bluevolution FFA35A9 R32 Cassette 600 X 600Mm 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf
3,P688203,Daikin FXZQ20A R410A Compression Cassette 2KW,Daikin,724.24,"With a completely flat design, the compact Daikin four-way indoor inverter cassette fits flush to a standard ceiling tile for a discreet, space-saving installation. Each flap of this climate control unit is individually controlled, ensuring heating and cooling airflow reaches each corner of the room with no need to move the unit from place-to-place.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin FXZQ20A R410A Compression Cassette 2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/NW-688202_688207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FXZQ-A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXZQ_A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXZQ-A_4PEN341102-1G_Install.pdf,,,
4,P697139,Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,Daikin,1016.87,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,
5,P697140,Daikin SkyAir FCAG140B Round Flow Cassette 14KW,Daikin,1280.6,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin SkyAir FCAG140B Round Flow Cassette 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,
6,P697134,Daikin SkyAir FCAG35B Round Flow Cassette 3.5KW,Daikin,630.12,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin SkyAir FCAG35B Round Flow Cassette 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,
7,P619146,Daikin Bluevolution FFA50A9 R32 Cassette 600 X 600Mm 5KW,Daikin,664.64,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin Bluevolution FFA50A9 R32 Cassette 600 X 600Mm 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf
8,P697136,Daikin SkyAir FCAG60B Round Flow Cassette 6KW,Daikin,707.12,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin SkyAir FCAG60B Round Flow Cassette 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,
9,P619147,Daikin Bluevolution FFA60A9 R32 Cassette 600 X 600Mm 6KW,Daikin,722.16,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Daikin R32 Indoor Units/Cassette/Compact Cassette/Compact Cassette.csv -> Daikin Bluevolution FFA60A9 R32 Cassette 600 X 600Mm 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf
