,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2
0,P459215,Regin REGP46 gas safety/lanchorlords certificate pad,Regin,6.74,This Regin 25 page triplicate certificate pad is designed for recording gas safety inspection information.,Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGP46 gas safety/lanchorlords certificate pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/15/NW-459215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
1,P457223,Regin REGP55 warning notice pad,Regin,6.71,This Regin warning notice pad contains 50 report sheets printed in duplicate.,Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGP55 warning notice pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/23/NW-457223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
2,P457190,Regin REGP45 landlords safety record,Regin,5.63,This Regin 25 sheet triplicate gas safety record pad is designed for recording gas safety inspection checks.,Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGP45 landlords safety record,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/90/NW-457190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
3,P457267,Regin REGP65 maintenance check list pad,Regin,8.47,"Designed for recording maintenance and service works, this Regin maintenance service pad contains 50 report sheets printed in duplicate.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGP65 maintenance check list pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/67/NW-457267_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
4,P800453,Regin REGPC1 commercial servicing/commissioning pad,Regin,9.16,This Regin 50 page duplicate commissioning pad is designed for recording servicing and commissioning checks and tests.,Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGPC1 commercial servicing/commissioning pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/53/NW-800453_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
5,P689195,Advanced Engineering AC-Pro breakdown reports (50),Advanced Engineering,20.52,"Present a professional image with Advanced Engineering AC-Pro pack of 50 report sheets, an efficient record management system. These reporting sheets allow you to keep efficient and accurate records and provide clients, particularly those concerned about their legal F-Gas duties, peace of mind.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Advanced Engineering AC-Pro breakdown reports (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/95/NW-689195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Advanced-Engineering_AC-Pro_Tech.pdf
6,P800454,Regin REGPC2 gas testing and purging record pad,Regin,9.16,"This Regin record pad offers 50 report sheets in duplicate, designed for detailing strength and tightness testing and purging records.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGPC2 gas testing and purging record pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/54/NW-800454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
7,P689197,Advanced Engineering AC-Pro service reports pad (50),Advanced Engineering,21.83,"Present a professional image with Advanced Engineering AC-Pro pack of 50 report sheets, an efficient record management system. These reporting sheets allow you to keep efficient and accurate records and provide clients, particularly those concerned about their legal F-Gas duties, peace of mind.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Advanced Engineering AC-Pro service reports pad (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/97/NW-689197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Advanced-Engineering_AC-Pro_Tech.pdf
8,P689076,Advanced Engineering AC-Pro commissioning reports (50),Advanced Engineering,20.52,"Present a professional image with Advanced Engineering AC-Pro pack of 50 report sheets, an efficient record management system. These reporting sheets allow you to keep efficient and accurate records and provide clients, particularly those concerned about their legal F-Gas duties, peace of mind.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Advanced Engineering AC-Pro commissioning reports (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/76/NW-689076_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Advanced-Engineering_AC-Pro_Tech.pdf
9,P457180,Regin REGP50 gas safety inspection pad,Regin,6.83,"This Regin safety inspection pad contains 50 reports in duplicate. Each report is numbered with sequential codes and is intended for the recording of findings, including required remedial work.",Trade Essentials/Health and Safety Signage/Reports and Certificates/Reports and Certificates.csv -> Regin REGP50 gas safety inspection pad,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/80/NW-457180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,
