,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5
0,P670236,"Lawton Tube copper tube coil (21SWG) 3/8"" x 15m",Lawton Tube,39.97,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/8"" 21SWG coiled tube, supplied in a 15M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (21SWG) 3/8"" x 15m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
1,P670186,"Lawton Tube copper tube coil (21SWG) 1/2"" x 6mtr",Lawton Tube,23.92,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/2"" 21SWG coiled tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (21SWG) 1/2"" x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/87/NW-670184_670187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
2,P670237,"Lawton Tube copper tube coil (21SWG) 3/8"" x 30m",Lawton Tube,79.97,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/8"" 21SWG coiled tube, supplied in a 30M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (21SWG) 3/8"" x 30m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
3,P670238,"Lawton Tube copper tube coil (21SWG) 1/2"" x 15m",Lawton Tube,54.59,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/2"" 21SWG coiled tube, supplied in a 15M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (21SWG) 1/2"" x 15m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
4,P670235,"Lawton Tube copper tube coil (22SWG) 1/4"" x 30m",Lawton Tube,45.32,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/4"" 22SWG coiled tube, supplied in a 30M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (22SWG) 1/4"" x 30m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
5,P670241,"Lawton Tube copper tube coil (20SWG) 5/8"" x 30m",Lawton Tube,154.55,"Designed for refrigeration and air conditioning use, this Lawton Tube 5/8"" 20SWG coiled tube, supplied in a 30M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (20SWG) 5/8"" x 30m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
6,P670234,"Lawton Tube copper tube coil (22SWG) 1/4"" x 15m",Lawton Tube,22.67,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/4"" 22SWG coiled tube, supplied in a 15M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (22SWG) 1/4"" x 15m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
7,P670185,"Lawton Tube copper tube coil (21SWG) 3/8"" x 6mtr",Lawton Tube,17.52,"Designed for refrigeration and air conditioning use, this Lawton Tube 3/8"" 21SWG coiled tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (21SWG) 3/8"" x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/87/NW-670184_670187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
8,P670184,"Lawton Tube copper tube coil (22SWG) 1/4"" x 6mtr",Lawton Tube,9.94,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/4"" 22SWG coiled tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Lawton Tube copper tube coil (22SWG) 1/4"" x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/87/NW-670184_670187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf
9,P508334,Yorkshire Minibore copper tube coil 10mm x 10mtr,Yorkshire,38.29,"Supplied in a 10M coil, this Yorkshire Minibore 10mm tube is designed to be easily bent by hand or machine. Just 0.7mm thick, the smaller diameter of this copper tube makes forming tight bends easier and ensures it is unobtrusive where surface-fixed.","Pipe, Valves and Fittings/Metal Pipe/Copper Coil/Copper Coil.csv -> Yorkshire Minibore copper tube coil 10mm x 10mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/35/NW-508331_508335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_CopperTube_Brochure.pdf,,,
