,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,PF87110,Calder Code 4 lead flashing 37kg (Code-4) 3mtr x 600mm,Calder,241.5,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 600mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 37kg (Code-4) 3mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/10/NW-F87110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
1,PF87210,Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,Calder,476.5,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 600mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/10/NW-F87210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
2,PF87205,Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,Calder,189.3,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 240mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,,Roofing lead flashing roll only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
3,PF87103,Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,Calder,58.76,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 150mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/03/NW-F87103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
4,PF87108,Calder Code 4 lead flashing 28kg (Code-4) 3mtr x 450mm,Calder,182.78,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 450mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 28kg (Code-4) 3mtr x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
5,PF87107,Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,Calder,156.66,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 390mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
6,PF87208,Calder Code 4 lead flashing 55kg (Code-4) 6mtr x 450mm,Calder,359.0,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 450mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 55kg (Code-4) 6mtr x 450mm,,Roofing lead flashing roll only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
7,PF87010,Calder lead flashing 54kg (Code-3) 6mtr x 600mm,Calder,352.48,"Tough yet easy to work with, Calder Code 3 6M x 600mm (54kg) lead flashing is made of a malleable lead alloy suitable for fitting to a wide variety of roof types and in almost any environment. This flashing is provided in a rolled sheet for ease of transport, is extremely flexible, making installation simple, and offers long lasting durability, ensuring reliable weatherproof protection for years to come.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder lead flashing 54kg (Code-3) 6mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/ng/Calder_Lead_Flashing_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,
8,PF87106,Calder Code 4 lead flashing 18kg (Code-4) 3mtr x 300mm,Calder,117.5,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 300mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 18kg (Code-4) 3mtr x 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
9,PF87206,Calder Code 4 lead flashing 37kg (Code-4) 6mtr x 300mm,Calder,241.5,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 300mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead Flashing/Lead Flashing.csv -> Calder Code 4 lead flashing 37kg (Code-4) 6mtr x 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
