,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6
0,PD73815,Ariston Velis Evo 45 storage water heater 45ltr White,Ariston,380.0,"The compact, Italian-designed Ariston Velis Evo 45L electric water heater has an ultra-slim twin tank configuration for compact installation without compromising on hot water availability, ideal for those busy spots where space is at a premium and particularly suitable for leisure and hospitality premises thanks to a dual 1.5kW power supply. The wall-mounted Velis Evo is packed full of great features, including ABS and anti-legionella safety functions and Eco Evo for impressive efficiency and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Velis Evo 45 storage water heater 45ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/16/D73815_D73816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_Velis_Evo_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ariston_Velis_Evo_Install.pdf,,,
1,P178574,Heatrae Sadia Multipoint Eco 30V vertical water heater 30ltr 3kW pack,Heatrae Sadia,1038.99,"Designed for light commercial use, the safe, practical and hardwearing 30L capacity Heatrae Sadia Multipoint Eco 30V vertical unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Heatrae Sadia Multipoint Eco 30V vertical water heater 30ltr 3kW pack,,Water heater;Wall mounting brackets;Literature pack;Expansion vessel (including bracket);Tundish;Pressure reducing valve (PRV);Expansion (pressure) relief valve;Check valve;Compression nuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,
2,P178575,Heatrae Sadia Multipoint Eco 50V vertical water heater 50ltr 3kW pack,Heatrae Sadia,1059.99,"Designed for light commercial use, the safe, practical and hardwearing 50L Heatrae Sadia Multipoint Eco 50V vertical unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Heatrae Sadia Multipoint Eco 50V vertical water heater 50ltr 3kW pack,,Water heater;Wall mounting brackets;Literature pack;Expansion vessel (including bracket);Tundish;Pressure reducing valve (PRV);Expansion (pressure) relief valve;Check valve;Compression nuts,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,
3,PD70621,Heatrae Sadia R Plus 25 electric vented water heater 25ltr,Heatrae Sadia,993.36,"Ideal for commercial premises with no existing hot water storage, the Heatrae Sadia R Plus 25L vented water heater is capable of supplying multiple outlets with reliable, generous water. The compact, cistern-free design, universal bracketing and multidirectional overflow fixing of the 3kW R Plus point-of-use water heater ensures straightforward and flexible installation well-suited to awkward locations.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Heatrae Sadia R Plus 25 electric vented water heater 25ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pl/us/HS_R25Plus_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_R_Plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_R_Plus_Technical.pdf,,
4,PD74297,Ariston Pro1 Eco 100 100L Wall Hung Water Heater pack,Ariston,405.0,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/97/D74295_D74297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,
5,PD74296,Ariston Pro1 Eco 50 50L Wall Hung Water Heater pack,Ariston,360.0,"Easy to use and packed with great features, the modern 50L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Pro1 Eco 50 50L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/97/D74295_D74297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,
6,PD73816,Ariston Velis Evo 80 storage water heater 80ltr White,Ariston,415.0,"The compact, Italian-designed Ariston Velis Evo 80L electric water heater has an ultra-slim twin tank configuration for compact installation without compromising on hot water availability, ideal for those busy spots where space is at a premium and particularly suitable for leisure and hospitality premises thanks to a dual 1.5kW power supply. The wall-mounted Velis Evo is packed full of great features, including ABS and anti-legionella safety functions and Eco Evo for impressive efficiency and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Velis Evo 80 storage water heater 80ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/16/D73815_D73816_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_Velis_Evo_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ariston_Velis_Evo_Install.pdf,,,
7,PD74295,Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,Ariston,380.0,"Easy to use and packed with great features, the modern 80L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,
8,PD52926,Ariston Pro1 Eco 100 100L Wall Hung Water Heater,Ariston,600.73,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,
9,PD70622,Heatrae Sadia R Plus 45 electric vented water heater 45ltr,Heatrae Sadia,1032.25,"Ideal for commercial premises with no existing hot water storage, the Heatrae Sadia R Plus 45L vented water heater is capable of supplying multiple outlets with reliable, generous water. The compact, cistern-free design, universal bracketing and multidirectional overflow fixing of the 3kW R Plus point-of-use water heater ensures straightforward and flexible installation well-suited to awkward locations.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Wall Hung Water Heaters/Wall Hung Water Heaters.csv -> Heatrae Sadia R Plus 45 electric vented water heater 45ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pl/us/HS_R25Plus_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_R_Plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_R_Plus_Technical.pdf,,
