,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,PM32163,Warley galvanised slotted channel 41 x 41 x 1.5mm x 3mtr,Warley,70.67,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> Warley galvanised slotted channel 41 x 41 x 1.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf
1,PM32162,Warley galvanised slotted channel 41 x 21 x 2.5mm x 3mtr,Warley,71.54,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> Warley galvanised slotted channel 41 x 21 x 2.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf
2,PM32161,Warley galvanised slotted channel 41 x 21 x 1.5mm x 3mtr,Warley,54.56,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> Warley galvanised slotted channel 41 x 21 x 1.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf
3,PM32164,Warley galvanised slotted channel 41 x 41 x 2.5mm x 3mtr,Warley,99.09,This 3M length Warley 41 x 41 x 2.5mm plain channel is made from steel with a galvanised finish.,"Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> Warley galvanised slotted channel 41 x 41 x 2.5mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/65/NW-M32161_M32165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Warley_M32161_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Warley_M32161_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Warley_M32161_ChannelSafeLoadigGuide.pdf
4,PM92015,M Greenaway And Son plain channel nut (m10),M Greenaway And Son,2.39,"Made of mild steel, this M Greenaway And Son SZ1060 M10 x 35mm plain channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son plain channel nut (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/15/NW-M92015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_PlnChnlNut_M10_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,
5,PM92013,M Greenaway And Son plain channel nut (m8),M Greenaway And Son,2.2,"Made of mild steel, this M Greenaway And Son SZ0860 M8 x 35mm plain channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son plain channel nut (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/13/NW-M92013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_PlnChnlNut_M8_Tech.pdf,
6,PM92031,M Greenaway And Son short spring channel nut (m6),M Greenaway And Son,2.43,"Made of mild steel, this M Greenaway And Son SZ0660 M6 x 35mm short spring channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son short spring channel nut (m6)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/31/NW-M92031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_SSChannelNut_M6_Tech.pdf,
7,PM92021,M Greenaway And Son long spring channel nut (m6),M Greenaway And Son,2.45,"Made of mild steel, this M Greenaway And Son SZ0660 M6 x 35mm long spring channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son long spring channel nut (m6)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/23/NW-M92021_M92023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_LSChanelNut_M6_Tech.pdf,
8,PM92037,M Greenaway And Son short spring channel nut (m12),M Greenaway And Son,3.54,"Made of mild steel, this M Greenaway And Son SZ1260 M12 x 35mm short spring channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son short spring channel nut (m12)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/37/NW-M92037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_SSChannelNut_M12_Tech.pdf,
9,PM92025,M Greenaway And Son long spring channel nut (m10),M Greenaway And Son,2.93,"Made of mild steel, this M Greenaway And Son SZ1060 M10 x 35mm long spring channel nut is pre-drilled with fixing holes allowing for the use of bolts and threaded rod.","Pipe, Valves and Fittings/Pipe Support Systems/Channels/Channels.csv -> M Greenaway And Son long spring channel nut (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/27/NW-M92025_M92027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_LSChanelNut_M10_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,
