,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5
0,PP65884,Philmac UTC 1033 coupler 25 x 15-21mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 15 - 21mm x 25mm / 3/4"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1033 coupler 25 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
1,PP45990,Philmac 3G metric/imperial joiner 32 x 28mm Copper/Pex,Philmac,21.62,"This Philmac 3G joiner with 32mm/1"" x 28mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 32 x 28mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/90/NW-P45990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
2,PP65883,Philmac UTC 1032 coupler 20 x 15-21mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 15 - 21mm x 20mm / 1/2"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1032 coupler 20 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
3,PP45974,"Philmac 3G metric/imperial joiner 20mm - 1/2"" x 15mm Copper/Pex",Philmac,11.79,"This Philmac 3G joiner with 20mm/1/2"" x 15mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 20mm - 1/2"" x 15mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/NW-P45974_P45976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
4,PP06581,Plasson Mechanical 77017 universal coupling 20-27 x 25mm,Plasson,25.17,"Made of polypropylene (PP), the Plasson 77017 25 x 20 to 27mm universal coupler connects PE pipe to a range of pipe types, including PE, PB, PEX and copper. Promising a reliable seal and strong grip, this compression fitting makes it easy to create a connection by simply inserting a pipe into the coupler.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Plasson Mechanical 77017 universal coupling 20-27 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/83/NW-P06579_P06583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_77017252_Technical.pdf,,,,
5,PP65885,Philmac UTC 1042 coupler 20 x 21-27mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 21 - 27mm x 20mm / 1/2"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1042 coupler 20 x 21-27mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
6,PP65446,Philmac 3G universal transition couplings 25 x 27-34mm,Philmac,29.82,"This Philmac 3G coupler with 27 to 34 x 25mm/3/4"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G universal transition couplings 25 x 27-34mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/47/NW-P65446_P65447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,
7,PP65880,Philmac UTC 1133 coupler 15-21 x 15-21mm,Philmac,25.09,"A double-ended repair joiner, this Philmac UTC 15 - 21 x 15 - 21mm universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1133 coupler 15-21 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/80/NW-P65880_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
8,PP45975,"Philmac 3G metric/imperial joiner 25mm - 3/4"" x 15mm Copper/Pex",Philmac,14.4,"This Philmac 3G joiner with 25mm/3/4"" x 15mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 25mm - 3/4"" x 15mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/NW-P45974_P45976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
9,PP45574,"Philmac 3G reducing joiner 32mm - 1"" x 25mm - 3/4""",Philmac,17.73,"This Philmac 3G reducing joiner with 32mm/1"" x 25mm/3/4"""" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G reducing joiner 32mm - 1"" x 25mm - 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/74/NW-P45572_P45574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
