,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Range,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Type,Boiler Section,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Attachment 6,Attachment 7,Feature 15,Finish,Voltage (V),Output,Max Fill Pressure,Full Load Current A,Feature 16,Feature 17
29,P892439,Flamco Flexcon Premium 16935 expansion vessel 80ltr 6 bar,Flamco,398.97,"The 80L Flamco Flexcon Premium combines sustainability and performance, providing improved environmental performance and a longer service life. Designed for use in sealed systems, the Flexcon Premium has a unique plastic membrane and tough outer shell for reduced maintenance costs and less wastage of energy and raw materials.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexcon Premium 16935 expansion vessel 80ltr 6 bar,,Expansion vessel;Feet;Mounting kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/39/892437_892439_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Flexcon_Vessel-80L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flexcon_Premium_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexcon_Expansion-V_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PS04914,JET Range Potable S04914 – 80L expansion vessel 80ltr 10bar,JET Range,143.22,This 80L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04914 – 80L expansion vessel 80ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PS04902,JET Range JHEV 100 Litre Expansion Vessel 6bar,JET Range,233.9,"Designed for sealed heating and chilled systems, this 100L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV 100 Litre Expansion Vessel 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/10/0l/Jet_Expansion V_100L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P597804,Center Potable 8 Litre Domestic Expansion Vessel,Center,41.83,"This 8L capacity Center CB Potable Expansion Vessel is built especially for use in domestic hot and cold water sanitary sealed systems or heating and refrigeration circuits. Compliant with all relevant directives and constructed of long lasting aluminium with a robust epoxy finish, the non-flow-through expansion vessel safely accommodates volume increases caused by temperature fluctuations.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Center Potable 8 Litre Domestic Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/07/597804_597807_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/CenterCB_NitrogenCBHeatPotExpVessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597802-597808_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/CenterCB_ExpVessels_TransportInfo.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597802-597808_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PS04913,JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,JET Range,116.91,This 60L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04913 – 60L expansion vessel 60ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P597819,Center Heating 4 Litre Expansion Vessel,Center,27.34,A 4L Center heating expansion vessel.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Center Heating 4 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/9_/23/597819_23_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597819_Center_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597819_Center_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P537340,Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 24ltr (1),Zilmet,103.17,"Suitable for irrigation pump, centrifugal pump or booster set applications, the Zilmet Ultra-Pro 24L 22M wall-mounted potable water vessel has a wide range of features chosen for practicality, reliability and safety. Among these is a replaceable food grade membrane and a robust galvanised stainless steel connection flange, ensuring the vessel's suitability for any system. With a smaller overall footprint at equal water yield compared to similar vessels, the energy saving Ultra-Pro offers a high real tank volume and is fitted with a fixed membrane incapable of bending or rubbing, guaranteeing its long lifespan while reducing the need for ongoing maintenance.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 24ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/40/537340_wm.jpg,Compression,70,5 Years,N,WRAS,10,Mild Steel,8,99° C,11000024J1,N,Potable,24 l,Made in Italy,With direct compression connection,With welded bracket for secure installation,Removeable membrane,Factory tested and certified according to EU directive 97/23/EC,WRAS approved,5 year warranty,,,,,,,,,,,,,,,,,,White,1,,,,,,,,,,,,,,,,,,
36,P597824,Center Heating 35 Litre Expansion Vessel,Center,50.18,A 35L Center heating expansion vessel.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Center Heating 35 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/24/597824_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/597824_Center_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/597824_Center_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P891021,Flamco Airfix P Airfix P 2 - 300 potable vessel 18ltr,Flamco,61.04,"Suitable for domestic and commercial sealed hot and chilled water systems, the 18L capacity Flamco Airfix P Potable water expansion vessel includes a nitrogen gas filling for improved pre-charge retention and a replaceable, contoured bladder.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Airfix P Airfix P 2 - 300 potable vessel 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/21/891017_891021_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-18L_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P891087,"Flamco Flexvent Super 1/2 Auto Air Vent - 1/2"" AAV",Flamco,73.09,"The compact Flamco Flexvent automatic air vent, with 1/2"" connection, offers highly efficient operation in heating and air conditioning to prevent corrosion and damage and reduce thermal transfer. Fitted at those locations where air commonly collects, the float-operated Flexvent simply opens an air release valve to remove excess air. Built in tough brass and suitable for glycol use, this hardwearing tool can improve the working life of your system and reduce the need for costly maintenance.","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexvent Super 1/2 Auto Air Vent - 1/2"" AAV",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/87/891087_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexvent-S_Airvent_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Flamco_Flexvent_Vents.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexvent-S_Airvent_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PS04916,JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,JET Range,260.49,This 150L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04916 – 150L expansion vessel 150ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P891081,"Flamco Flexvent 3/8 Auto Air Vent - 3/8"" AAV",Flamco,19.98,"The compact Flamco Flexvent automatic air vent, with 3/8"" connection, offers highly efficient operation in heating and air conditioning to prevent corrosion and damage and reduce thermal transfer. Fitted at those locations where air commonly collects, the float-operated Flexvent simply opens an air release valve to remove excess air. Built in tough brass and suitable for glycol use, this hardwearing tool can improve the working life of your system and reduce the need for costly maintenance.","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexvent 3/8 Auto Air Vent - 3/8"" AAV",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/81/891081_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Flamco_Flexvent_Vents.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexvent_Airvent_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexvent_Airvent_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P893004,Altecnic HV-C Heating HV25C expansion vessel 25ltr,Altecnic,119.94,"Part of a range built to meet the requirements of most heating and cooling systems, the 24L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic HV-C Heating HV25C expansion vessel 25ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/893001_893004_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P537339,Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 19ltr (1),Zilmet,80.19,"Tested and certified to high standards, the Zilmet Ultra-Pro 22M 19L potable water vessel is a compact unit designed for wall mounting, reducing its footprint without reducing water yield. Energy efficient thanks to its minimised pump starts, this vessel incorporates a wide variety of useful features, including a robust galvanised and stainless steel flange and food grade replaceable membrane, making it suitable for any irrigation or centrifugal pump or booster set application. Ensuring a long service life, the Ultra-Pro's membrane is fixed to the connection and the flange, meaning it will not rub against the plate or bend during operation.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Zilmet ultra pro wall mounted potable water vessel W/ bracket 22mtr 19ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/39/537339_wm.jpg,22mm Compression,N/A,,N,WRAS; PED,10,Carbon Steel Shell / Stainless Steel Connection,,99,1100001951,N,,19 l,Made in Italy,Epoxy powder-coated shell adds durability,With interchangeable food grade membrane,Includes welded bracket,Compact footprint for ease of fitting,Energy saving minimum pump starts,Factory tested and certified to EU Directive 97/23/EC,WRAS and PED approved,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
43,PS04900,JET Range JHEV 50 Litre Expansion Vessel 3bar,JET Range,83.21,"Designed for sealed heating and chilled systems, this 50L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV 50 Litre Expansion Vessel 3bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P891019,Flamco Airfix P Airfix P 2 - 300 potable vessel 12ltr,Flamco,49.46,"Suitable for domestic and commercial sealed hot and chilled water systems, the 12L capacity Flamco Airfix P Potable water expansion vessel includes a nitrogen gas filling for improved pre-charge retention and a replaceable, contoured bladder.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Airfix P Airfix P 2 - 300 potable vessel 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/21/891017_891021_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-12L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P891018,Flamco Airfix P Airfix P 2 - 300 potable vessel 8ltr,Flamco,48.26,"Suitable for domestic and commercial sealed hot and chilled water systems, the 8L capacity Flamco Airfix P Potable water expansion vessel includes a nitrogen gas filling for improved pre-charge retention and a replaceable, contoured bladder.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Airfix P Airfix P 2 - 300 potable vessel 8ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/21/891017_891021_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Flamco_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-8L_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P537650,"Altecnic Robocal 502 automatic air vent 3/8""",Altecnic,8.7,"Suitable for both heating and cooling systems, the Altecnic Robocal 502 automatic air vent continually removes air with no need for manual adjustment. Excessive air in a system can cause noise, reduce the accuracy of control valves and impact overall performance, which means an effective automatic air vent is a must for heating and air con that functions effciently and without issues. Helping to prevent water loss, this automatic air vent even releases air as the system is filled in order to minimise waste","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Robocal 502 automatic air vent 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/50/NW-537650_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_502_RobocalAutoAirVent_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Multi_Occupancy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PS05251,JET Range D130 Mini Pressurisation Unit,JET Range,1132.15,"Providing a minimum system pressure requirement to sealed systems, the JET Range D130 Mini digital pressurisation unit provides a range of features including a 2L break tank, electronic pressure transducer and a user-friendly interface providing useful controls and feedback such as event logging and fault reporting. This compact, wall-mounted unit is totally enclosed for simple, neat installation in a range of locations.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range D130 Mini Pressurisation Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/51/S05251_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/un/it/Jet_Mini_D_Press_Unit.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Mini D Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v8/_1/JET Pressurisation Manual - V8.1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P117572,Vaillant calorMATIC 306787 solar sensor,Vaillant,12.28,This Vaillant calorMATIC standard solar sensor is a VR10 temperature probe compatible with 630/2/620/2 solar systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Vaillant calorMATIC 306787 solar sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/72/117572_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_plus_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_aroTHERM_plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_VRC_700_System_Control_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
