,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,PF87779,Calder hank lead wool 500g,Calder,16.62,"Suitable for use as a caulking agent for sealing joints between lead and steel fittings, this 1/2kg hank of Calder lead wool is made of thin strands of lead. Supplied in a range of lead alloy specifications ranging from 0 to 0.5% antimony to chemical A, lead wool is available in different make-ups to suit a variety of applications.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder hank lead wool 500g,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/79/NW-F87779_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_Lead_Metal_Sheet_MSDS.pdf,
1,PH39150,"Bluebird GWB25 galvanised wire balloon 2.1/2""",Bluebird,2.64,"This Bluebird 2 1/2"" wire balloon is made of steel with a galvanised finish. It is designed for use in drainage pipes and guttering.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Bluebird GWB25 galvanised wire balloon 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/50/NW-H39150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bluebird_Fixings_Brochure.pdf,,
2,PF87110,Calder Code 4 lead flashing 37kg (Code-4) 3mtr x 600mm,Calder,241.5,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 600mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 37kg (Code-4) 3mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/10/NW-F87110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
3,PF47350,"McAlpine Macflash RS1 roof flashing pipe 4"" 18 x 18",McAlpine,29.96,"Made of high grade aluminium, this easy to install McAlpine Macflash 4"" 18 x 18 RS1 roof flashing pipe is designed with a die-formed synthetic rubber collar. Suitable for flat roof use, this flashing pipe can also be installed in a roof with a pitch of up to 45°.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> McAlpine Macflash RS1 roof flashing pipe 4"" 18 x 18",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/50/F47350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/McAlpine_RS1_Drawing.pdf,,
4,PH39152,"Bluebird GWB4 galvanised wire balloon 4""",Bluebird,4.03,"This Bluebird 4"" wire balloon is made of steel with a galvanised finish. It is designed for use in drainage pipes and guttering.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Bluebird GWB4 galvanised wire balloon 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/52/NW-H39152_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bluebird_Fixings_Brochure.pdf,,
5,PH39151,"Bluebird GWB3 galvanised wire balloon 3""",Bluebird,3.23,"This Bluebird 3"" wire balloon is made of steel with a galvanised finish. It is designed for use in drainage pipes and guttering.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Bluebird GWB3 galvanised wire balloon 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/51/NW-H39151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bluebird_Fixings_Brochure.pdf,,
6,PF87210,Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,Calder,476.5,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 600mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 73kg (Code-4) 6mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/10/NW-F87210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
7,PF87205,Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,Calder,189.3,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 240mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 29kg (Code-4) 6mtr x 240mm,,Roofing lead flashing roll only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
8,PF87103,Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,Calder,58.76,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 150mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 9kg (Code-4) 3mtr x 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/03/NW-F87103_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
9,PF87108,Calder Code 4 lead flashing 28kg (Code-4) 3mtr x 450mm,Calder,182.78,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 450mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 28kg (Code-4) 3mtr x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
