,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
0,PD52573,Mira Flight Low right handed quadrant shower tray no upstands 1000 x 800mm,Mira,178.8,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Mira Flight Low right handed quadrant shower tray no upstands 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/73/NW-D52573_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Quadrant_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf
1,PE13219,Nabis offset quadrant left hand shower tray 1000mm x 800mm,Nabis,214.07,"Nabis Low Level shower tray is with ABS capped acrylic finish. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Nabis offset quadrant left hand shower tray 1000mm x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/24/NW-E13219_E13224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13219-E13224_Technical.pdf,
2,PD33523,Just Trays Fusion quadrant right hand shower tray 900 x 760mm White,Just Trays,372.52,"Made of ABS-capped acrylic stone resin, this slimline Just Trays Fusion 900 x 45 x 760mm flat top offset quadrant shower tray is double-skinned for long-lasting strength. Suitable for installation flat to the floor or raised on legs using a JT Merlin riser kit, this modern shower tray has a 90mm waste for fast waste water drainage.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Just Trays Fusion quadrant right hand shower tray 900 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/29/NW-D33522_D33529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf
3,PE13222,Nabis off set quadrant right hand low level shower tray 1200mm x 800mm,Nabis,241.53,"Nabis Low Level shower tray is with ABS capped acrylic finish. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Nabis off set quadrant right hand low level shower tray 1200mm x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/24/NW-E13219_E13224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13219-E13224_Technical.pdf,
4,PE13322,Nabis quadrant right hand shower tray and waste 1200 x 800mm,Nabis,159.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Nabis quadrant right hand shower tray and waste 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/NW-E13319_E13324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13219_E13224_Technical.pdf,
5,PD33522,Just Trays Fusion quadrant left hand shower tray 900 x 760mm White,Just Trays,372.52,"Made of ABS-capped acrylic stone resin, this slimline Just Trays Fusion 900 x 40 x 760mm flat top offset quadrant shower tray is double-skinned for long-lasting strength. Suitable for installation flat to the floor or raised on legs using a JT Merlin riser kit, this modern shower tray has a 90mm waste for fast waste water drainage.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Just Trays Fusion quadrant left hand shower tray 900 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/29/NW-D33522_D33529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf
6,PD33526,Just Trays Fusion quadrant left hand shower tray 1200 x 800mm White,Just Trays,464.15,"Made of ABS-capped acrylic stone resin, this slimline Just Trays Fusion 1200 x 45 x 800mm flat top offset quadrant shower tray is double-skinned for long-lasting strength. Suitable for installation flat to the floor or raised on legs using a JT Merlin riser kit, this modern shower tray has a 90mm waste for fast waste water drainage.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Just Trays Fusion quadrant left hand shower tray 1200 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/29/NW-D33522_D33529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf
7,PD02260,Just Trays Offset Quadrant Shower Trays quadrant shower tray and waste right hand 900 x 760mm,Just Trays,248.51,"Made using tough ABS capped stone resin, the double-skinned Just Trays Fusion 900 x 760mm shower tray pack is a hardwearing choice designed for low level installation. Supplied with a reversible 90mm rapid waste and trap for reliable and fast drainage and a tiling upstand for watertight fitting, this lightweight quadrant tray is suitable for installation on legs or with the JT riser kit. Alternatively, the Fusion tray can be installed flat to the floor for a wet room style finish.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Just Trays Offset Quadrant Shower Trays quadrant shower tray and waste right hand 900 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/65/NW-D02258_D02265_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf
8,PD33527,Just Trays Fusion quadrant right hand shower tray 1200 x 800mm White,Just Trays,464.15,"Made of ABS-capped acrylic stone resin, this slimline Just Trays Fusion 1200 x 45 x 800mm flat top offset quadrant shower tray is double-skinned for long-lasting strength. Suitable for installation flat to the floor or raised on legs using a JT Merlin riser kit, this modern shower tray has a 90mm waste for fast waste water drainage.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Just Trays Fusion quadrant right hand shower tray 1200 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/29/NW-D33522_D33529_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf
9,PE13324,Nabis quadrant right hand shower tray and waste 1200 x 900mm,Nabis,164.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Offset Shower Trays/Offset Shower Trays.csv -> Nabis quadrant right hand shower tray and waste 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/24/NW-E13319_E13324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13219_E13224_Technical.pdf,
